Date,Newspaper,TypeOfArticle,View.Grade,News.Grade,ArticleName,Coresspondent,Summary,Tag1,Tag2,Language,VG.Score,NG.Score,Total.Score
2019-12-12T00:00:00Z,Ceylon Today,Feature,Negative,Neutral,Young people cite climate change ,By Megan Rowling ,"Four out of 10 young people view climate change as one of the most important issues facing the world, an Amnesty International survey on the state of human rights showed recently. The Amnesty poll, released on Human Rights Day, asked more than 10,000 people aged 18-25, in 22 countries across six continents, to pick up to five major issues from a list of 23. Meanwhile, a law firm representing 16 children from around the world, including Swedish teen activist Greta Thunberg, sent letters to the Governments of Norway and Canada. Those countries' support for their oil and gas industries breached the children's rights under the UN Convention on the Rights of the Child, the letters said. The 16 children, who also include 14-year-old US activist, Alexandria Villasenor, in September, filed a complaint with the UN Committee on the Rights of the Child, against five countries, over their carbon emissions.",NA,NA,English,-1,0,-1
2019-12-11T00:00:00Z,Lankadeepa,News,Neutral,Neutral,Ambassador of Norway and Ambassador of Australia meets the Prime Minister Maninda Rajapaksa.,NA,The Norway Ambassador in Sri Lanka Jorani Eskedal called on Prime Minister Maninda Rajapaksa at Temple trees on 9th December.,NA,NA,Sinhala,0,0,0
2019-12-11T00:00:00Z,Ada,News,Positive,Neutral,Srilanka has come five places ahead in the Human Rights index,NA,"Sri Lanka ranked 71st out of 180 countries in the world in terms of human development. According to this report, Sri Lanka is in the lead among the countries in the South Asian region. According to the Human development 2019 report Norway is also among the leading countries. According to the latest Human Development index released by the United Nations Development Program, Sri Lanka has come 5 places ahead. The first place in this Norway.",NA,NA,Sinhala,1,0,1
2019-12-11T00:00:00Z,Daily Mirror,News,Positive,Neutral,Why Gota's new face is likeable,Ravi Magahawatte,"President Gotabaya Rajapaksa's Indian tour ended on a positive note. Many thought that Rajapaksa's win would isolate Sri Lanka internationally. But this perception is being proved false with countries such as India, America, Australia, Japan, China and Norway offering support and blessings to the new government.",NA,NA,English,1,0,1
2019-12-11T00:00:00Z,Daily Mirror,Long Opinion,Neutral,Neutral,"Different models of developmental state: East Asia (and France), Scandinavia and US",Prof. Ha Joon Chang,The classical evelopmental state is an ideal type derived from the East Asian experience between the 1950s and 1980s. The Scandinavian states also engaged in selective industrial policies. Finland and Norway practised strong sectoral industrial policies.,NA,NA,English,0,0,0
2019-12-11T00:00:00Z,Daily FT,News,Neutral,Neutral,Sri Lanka at Mine Ban Convention in Oslo,NA,"The Fourth Review Conference of the States Parties to the Anti-Personnel Mine Ban Convention was held in Oslo from 25 to 29 November. More than 600 representatives from state parties, observer countries and civil society were present at the conference. A general statement and statement under International Cooperation and Assistance were delivered by Ambassador Azeez and one under Gender by Jeladeepan. Ambassador Azeez and Jeladeepan congratulated the President of the Mine Ban Treaty and Norway for the effective leadership given to the review process. Ambassador Azeez stated that through sustained national efforts at mine risk education, Sri Lanka had succeeded in bringing civilian casualties of landmines to zero by 2018 and was next in line to achieving mine-free status.",NA,NA,English,0,0,0
2019-12-11T00:00:00Z,The Island,Long Opinion,Neutral,Neutral,Swiss mystery underscores need to examine wider picture,by Shamindra Ferdinando,"Against the backdrop of a deepening crisis, caused by Switzerland providing political asylum to Inspector Nishantha Silva, his wife and 3 children, followed by accusations over alleged abduction of a local female Embassy employee, the writer examined a spate of high profile propaganda projects, carried out by interested parties, against the country, over the years. The writer said, Switzerland cannot be blamed for seeking to exploit Sri Lanka’s weakness, especially in the wake of wartime Defence Secretary Gotabaya Rajapaksa’s election as the President just 10 days before. In overall Western strategy, Switzerland accommodated Inspector Nishantha Silva in its asylum programme, caused media furor over an alleged abduction in Colombo, and then questioned the LTTE’s terrorist tag in a high profile case heard there. He said, Karunanidhi informed the State Assembly of the LTTE’s direct involvement in a spate of incidents. The DMK leader had no option but to acknowledge the LTTE’s complicity in attacks on Tamil Nadu fishermen. Reporting a slight increase in such attacks, Minister Anthony accused the SLN of killing 77 Tamil Nadu fishermen between 1991 and 2007 period. What Tamil Nadu as well as India, never expected was the Maldives intervening in the clandestine LTTE arms smuggling operation. The Maldivians rescued five persons who jumped overboard from the sinking vessel, subsequently identified as ‘Sri Krishna’. The Maldivians had intercepted the ‘Sri Krishna’, the Norwegian embassy in Colombo sought information from the Maldivian High Commission in Colombo regarding the incident. He also said the Norwegians probably got in touch with the Maldivians at the behest of the LTTE. However, by the time Norway got in touch with the diplomatic mission, the Maldivians had cleared SLN intelligence to interrogate those in their custody, he added.",NA,NA,English,0,0,0
2019-12-11T00:00:00Z,Thinakaran,Feature,Neutral,Neutral,Do not hurt the Tamils of Sri Lanka,BBC,"A group of Tamil Hindus on Monday criticised the government for what it called the overlooking of Hindus from Sri Lanka from the list of persecuted minorities who will be able to seek citizenship in India.On Monday, home minister Amit Shah introduced the Citizenship Amendment Bill (CAB), 2019, in the Lok Sabha.Late in the night, it passed the Lower House. Maravanpulavu K Sachitananthan, leader of the Sri Lankan Shiva Senai, a group of Hindus in the island nation, said the situation for Hindus in Sri Lanka was not different from their situation in Afghanistan, Pakistan and Bangladesh. But the bill has “conveniently ignored the 10,000-year-old history of the Hindus in Sri Lanka,” Sachitananthan said.In India, the demand to include Tamil Hindus resonated in the Lok Sabha as well, with parties such as the BJP and the DMK raising demand. T Siva, Rajya Sabha MP and senior DMK member said the government should reconsider leaving out Muslims and Tamil Hindus from the CAB’s ambit. Speaking during the discussion Dayanidhi Maran of the DMK raised the issue as did BJD’s Prasanna Acharya who said, “We’ll support Citizenship Amendment Bill but our suggestion is to include Sri Lanka in it.”Making a case for extending the ambit of the Bill to Tamil Hindu, the Shiva Senai, which claims to have support from the Rashtriya Swayamsevak Sangh (RSS) cited a long list of incidents of alleged attacks on Hindu properties, including temples to buttress their case. “…Today Hindus have fled to 40 countries seeking refuge. Twelve lakh Hindu refugees from Sri Lanka are spread across the world. Except in India in almost all the countries these Hindu refugees enjoy citizenship or permanent resident status,” Sachitananthan said. He also mentioned that since 1983 almost 300,000 Tamil Hindus have been in India as refugees, of these 100,000 are in refugee camps, he added. In  that way all countries have granted Sri Lankan Hindus citizenship except India and Sri Lankan Tamils have been elected as Members of Parliament in Canada and one individual has been elected as the Mayor of the Municipal Council in Norway",NA,NA,Tamil,0,0,0
2019-12-10T00:00:00Z,Divaina,Long Opinion,Negative,Neutral,Gotabhaya and the fear of the international community.,Chamila Liyanage,"Mr Gotabhaya was appointed the 7th Executive President of this country. British BBC News published a news following the release of the presidential election results. The article stated that a member of one of Sri Lanka's major military family has been appointed as the President. Due to the inherent qualities of the President's speech to the nation, the international community-based NGOs have begun to obstruct the new government. The people, Hans Baxter from Norway and Eric Solheim who have been waiting for Eelam to emerge in the country in the past is not to be seen the riot now. After Mr. Gotabhaya Rajapakse became the President the number of countries that had wished is not that high as it was usually. It is important that we understand the message behind this decrease as well.",NA,NA,Sinhala,-1,0,-1
2019-12-10T00:00:00Z,Dinamina,News,Neutral,Neutral,"Srilanka ranked 71st, in lead in the South Asia in the Human development",Mahinda Alutgedara,"Sri Lanka ranked 71st out of 180 countries in the world in terms of human development. According to this report, Sri Lanka is in the lead among the countries in the South Asian region. According to the Human development 2019 report Norway is also among the leading countries.",NA,NA,Sinhala,0,0,0
2019-12-10T00:00:00Z,Dinamina,News,Neutral,Neutral,Norwegian luxury cruise ship arrives at the Colombo Harbor.,NA,"Norwegian Jade luxury passenger cruise had arrived at the Colombo port east terminal on 8th. The vessel has been operating for passenger transport since 2006 and accommodates 3590 persons, including the passenger crew of 2042. To mar the ship’s first arrival a commermoration piece has been exchanged between the Ports Supplement Management Director Mr Upali De Zoysa and the captain of the ship, Ingar Jellin.",NA,NA,Sinhala,0,0,0
2019-12-10T00:00:00Z,Dinamina,Photograph,Neutral,Neutral,Ambassador of Norway meets the Prime Minister Maninda Rajapaksa,NA,- The Norway Ambassador in Sri Lanka Jorani Eskedal called on Prime Minister Maninda Rajapaksa at Temple trees on 9th December.,NA,NA,Sinhala,0,0,0
2019-12-10T00:00:00Z,Ada,News,Neutral,Neutral,Norwegian luxury cruise ship arrives at the Colombo Harbor.,NA,"Norwegian Jade luxury passenger cruise had arrived at the Colombo port east terminal on 8th. The vessel has been operating for passenger transport since 2006 and accommodates 3590 persons, including the passenger crew of 2042. To mar the ship’s first arrival a commermoration piece has been exchanged between the Ports Supplement Management Director Mr Upali De Zoysa and the captain of the ship, Ingar Jellin.",NA,NA,Sinhala,0,0,0
2019-12-10T00:00:00Z,Ceylon Today,News,Neutral,Neutral,PM Rajapaksa meets Norwegian Envoy ,NA,"Prime Minister Mahinda Rajapaksa met the Ambassador of Norway to Sri Lanka Trine Jøranli Eskedal on 9th December at the Temple Trees. Reiterating the historical bilateral relations, both the Premier and the Ambassador shared a mutual interest in further strengthening relations. Cooperation in the fisheries sector was discussed at length. ",NA,NA,English,0,0,0
2019-12-10T00:00:00Z,Ceylon Today,News,Neutral,Neutral,MV Norwegian Jade makes maiden call at Colombo Port ,NA,"Super-luxury passenger vessel, MV Norwegian Jade, made her maiden call at the East Container Terminal (ECT) of the Port of Colombo on 8th December 2019. To mark her maiden call at the Port of Colombo, a plaque exchange was held aboard the vessel between the Sri Lanka Ports Authority (SLPA) Additional MD, Upali De Zoysa and the Master of the Vessel, Capt. Ingar Kjllin. Expressing views at the occasion, SLPA MD, Upali De Zoysa stated that the maiden call of MV Norwegian Jade at the Port of Colombo was much appreciated at a time several prestigious international travel and tour magazines and publications had announced Sri Lanka as one of the four best global destinations to visit.",NA,NA,English,0,0,0
2019-12-10T00:00:00Z,Daily FT,News,Neutral,Neutral,SC extends Interim Order against death sentence to March,By S.S. Selvanayagam,"The Supreme Court, on 9th December extended the Interim Order directing the Commissioner General of Prisons and the Welikada Prison Superintendent to desist from executing any prisoner consequent to a death warrant signed by the President till March. 15 Fundamental Rights petitions were filed impugning the decisions for revival of execution complaining   that it is shrouded in secrecy, with utter lack of transparency and accountability, and are arbitrary and a violation of the Constitution. Petitioner states the Petitioner is aware that Sri Lanka has had a moratorium on the death penalty at least since 1976, and there has been no capital punishment carried out since then. He states that after the last execution in 1976, successive presidents of Sri Lanka have refrained from placing their signatures on the death warrants, without which condemned prisoners cannot be executed in the prisons. He also states, in June 2016, the then Minister of Foreign Affairs Mangala  Samaraweera and the then Minister of Justice Dr. Wijedasa Rajapakse participated in the International Conference against the Death Penalty (ICPM) in Oslo, Norway and Sri Lanka committed itself to moving forward in the abolitionist process.",NA,NA,English,0,0,0
2019-12-10T00:00:00Z,The Island,Feature,Neutral,Neutral,Cinnamon Lakeside debuts Children’s Christmas Choir Festival,NA,"The internationally award-wining Russian all female choir Alye Parusa, directed by Elena Volodina, will take part on a Christmas musical celebration by the lake, as Cinnamon Lakeside Colombo debuts Sri Lanka’s Children’s Christmas Choir Festival on 13 to 14 December at 7 pm to 9.30 pm at the Pool Terrace. The Choir Festival is curated by Cinnamon Lakeside Colombo. The event is supported by internationally-renown music director Soundarie David Rodrigo. The repertoire of the Alye Parusa choir is mostly of classical character and the group performs choirs from operas, Russian and foreign sacred music, as well as ancient songs. The choir also sings folk music of different countries in their original languages, as well as modern compositions in English, German, Italian, French, Spanish, Latin, Norwegian, and Ukrainian, amongst others.",NA,NA,English,0,0,0
2019-12-10T00:00:00Z,Daily Mirror,News,Neutral,Neutral,"Norway, SL discuss coopration in fisheries sector",NA,Norwegian Ambassador Trine Joranli Eskedal called on Prime Minister Mahinda Rajapaksa on December 9 and disucussed cooperation in the fisheries sector.,NA,NA,English,0,0,0
2019-12-10T00:00:00Z,Thinakaran,News,Positive,Neutral,Sri Lanka shows progress in H,NA,"Sri Lanka’s Human Development Index value for 2018 is 0.780— which puts the country in the high human development category—positioning it at 71 out of 189 countries and territories, according to the 2019 Human Development Report released by the United Nations Development Programme. The annual report takes into account factors including life expectancy at birth, expected years of schooling, mean total years of schooling, and gross national income per capita.A product of these factors is used to calculate a country’s Human Development Index (HDI).Norway’s overall score on the index was 0.954, moving it from number 5 on the 2018 index to number 1 in 2019",NA,NA,Tamil,1,0,1
2019-12-09T00:00:00Z,Resa,Feature,Neutral,Neutral,Strategies of Paris aid conference.,Upul Gappatti,"In this series of articles Ronnie de Mel brings to the newspaper, it is stated that he was involved in organizing the 1978 Paris Aid Conference that was held in France. Representatives from fourteen countries have participated in the conference. It was also mentioned that leaders representing Canada and Norway were also present",NA,NA,Sinhala,0,0,0
2019-12-09T00:00:00Z,Mawbima,News,Neutral,Neutral,Suspicion on whether IP Nishantha Silva brought up the Swiss drama to get political protection for his family,NA,"Political party leaders affiliated to the government suspect that Inspector Adrian Kandappa also known as Nishantha de Silva who worked for the CID created a case about the abduction of a Sri Lankan officer at the Switzerland Embassy in order to cover up the process where Nishantha Silva and his family were to be sent to Switzerland for political asylum. During the “black July” in 1983 about 5000 Srilankans and for thousands of people till the defeat of the LTTE, countries like Britain, Canada and Norway has given political asylum. These people have become groups that can even influence those countries.",NA,NA,Sinhala,0,0,0
2019-12-09T00:00:00Z,The Island,Feature,Neutral,Neutral,Antarctica tourism: the quest Earth’s vulnerable extremes,NA,"Antarctica, a vast territory belonging to no one nation, is a continent of extremes such as: the coldest place on Earth, the windiest, the driest, the most desolate and the most inhospitable. Now, it's also a choice destination for tourists. All around Half Moon Island, off the Antarctic Peninsula, blocks of ice of all sizes float by on a calm sea, their varying forms resembling weightless origami shapes. On this strip of land, which juts out of the Antarctic Polar and towards South America, visitors can see wildlife normally only viewed in zoos or nature documentaries along with spectacular icy landscapes. ""It's not your typical beach, but it's awesome to do it,"" says a numb Even Carlsen, 58, from Norway, emerging from his polar plunge in the three-degree C (37.4 F) water.",NA,NA,English,0,0,0
2019-12-09T00:00:00Z,Tamil Mirror,Editorial,Neutral,Neutral,Nato Summit 2019,Jangan Muthukumar,"The leaders of member countries [including Norway] reaffirmed their commitment to Afghanistan, where NATO has its longest and most ambitious security operation. They also underlined that they are increasing cooperation with the United Nations and the European Union. North Macedonia’s imminent membership was welcomed as a sign that NATO’s door remains open to European countries who want to join.Turning to modern challenges, the leaders vowed to protect critical infrastructure, including 5th generation telecommunication networks, to ensure energy security and work together to counter cyberattacks and hybrid warfare. They declared that space is now an “operational domain,” after land, sea, air and cyber space. They said they must also address the “opportunities and challenges” posed by the rise of China. To counter concerns about poor political decision making, the leaders accepted to set up a “reflection group” led by Secretary-General Jens Stoltenberg “to further strengthen NATO’s political dimension including consultation.”",NA,NA,Tamil,0,0,0
2019-12-08T00:00:00Z,Divaina,News,Neutral,Neutral,Ambassadors that were appointed due to being close friends were removed.,Keerthi warnakulasuriya,"The current Government has taken steps to remove the Ambassadors, High Commissioners and Foreign Service Officers appointed by the previous State to several countries on their personal favour. Among the people that were removed, included the Ambassador of Norway. Arusha Cooray.",NA,NA,Sinhala,0,0,0
2019-12-08T00:00:00Z,Divaina,Long Opinion,Neutral,Neutral,Swiss ambulance aircraft ready to take the officer to Swiss in the airport.,Keerthi warnakulasuriya,"The Swiss Embassy has not revealed to the CID or the government the identity of the officer of the Embassy that is said to have been abducted. It was revealed that only the Tamil politicians in the North and the heads of the NGO's in Colombo knows about this official. If so is the alleged abduction of the officer a made up story. In the meantime the Swiss Ambassador had requested for permission from the government to take the officee that was siad to have been abducted by an aircraft ambulance to Swiss. Previously the Norway Newspaper unton host had published an incident were the Norway Ambassador has acted to transport some of the LTTE's to Oslo by the official vehicles of the Embassy. In regard to the above situation, the Ambassador could issue a passport to the above mentioned officer to travel to Geneva via the Katunayake airport.",NA,NA,Sinhala,0,0,0
2019-12-08T00:00:00Z,Lankadeepa,Feature,Neutral,Neutral,Palestine terrorist hunt continues.,Nisansala Dissanayaka,This article discusses about the mission (black September Punishment) carried out regarding the killing of the Olympic athletes of Israel. According to this article it has been reported that this team that was carrying out the mission had arrived to the Lillehammer city in Norway. It is also reported that a Norwegian working in a hotel was murdered on suspicion of killing the Olympic athletes in Israel.,NA,NA,Sinhala,0,0,0
2019-12-08T00:00:00Z,Silumina,Short Opinion,Neutral,Neutral,Indian women living while having the death certificate in hand.,Tironi Wewalage,There is another severe strike spreading in India regarding the safety of women. The reason for this is the brutal death of a 27 year old girl. India ranks among the bottom countries of the World in gender equality. Norway is among the top countries having that point of view.,NA,NA,Sinhala,0,0,0
2019-12-08T00:00:00Z,Lankadeepa,Interview,Negative,Neutral,"Can we just watch and wait while they harm the dignity of the Sinhalese? The General Secretary of the Bodu Bala Sena, Galagodaatte Gnanasara Thero",Asanka Atigala,"Bodu Bala Sena General Secretary, Galagodaatte Gnanasara Thero during his meeting with the Lankadeepa stated that his organisation had discussed about the Islamic extremism since the Mahinda Rajapakse regime. But at that time those who was around Mr Mahinda Rajapakse accused his organisation saying that this was a Norway project that was aimed at breaking down the Muslim votes for Mahinda Rajapakse. The Thero further stated that his Organisation will continue to work against activites that harm the vision of the Sinhalese and their dignity",NA,NA,Sinhala,-1,0,-1
2019-12-08T00:00:00Z,The Island,News,Neutral,Neutral,Non career SL diplomats in missions overseas to get marching orders,NA,"Foreign Ministry sources said, non-career heads of Sri Lankan missions overseas will be recalled and replaced with professionals in keeping with the policy of the new government. Apart from Ambassadors and High Commissioners in the ""non-career"" category, others appointed to diplomatic positions on ""political considerations"" by the previous government, will also be asked to end their tenure to make way for professionally qualified replacements. Amongst the Ambassadors and High Commissioners expected to be replaced are Dr. Dayan Jayatilleka (Russian Federation), Austin Fernando (India), Lal Wickrematunge (Consul General in Sydney), Arusha Cooray (Norway) and J. C. Weliamuna (Australia).",NA,NA,English,0,0,0
2019-12-08T00:00:00Z,The Island,News,Neutral,Neutral,Clergy should abstain from party politics and concentrate on uplifting spiritual well-being of the people,NA,"The clergy should abstain from all forms of party politics and concentrate on uplifting spiritual wellbeing of the people, said Archbishop of Colombo Malcolm Cardinal Ranjith delivering a convocation address on ‘Spiritual Intelligence and Human Resource Management’ at the University of Ruhuna. The Archbishop said according to the 2018 Annual Report of the Central Environmental Authority and the 2018 Annual Report of the World Economic Forum, global temperature would rise by 4 degrees Celsius within the next two decades due to the careless acts of humans. He also said that the British philosopher Bertrand Russell who lived in the last century said that modern man will have to live within a triangular crisis namely Crisis with Self, Crisis with Society and Crisis with the Environment. Nations such as Finland, Denmark and Norway that topped the 2018 World Happiness Index were countries where the balance between modern technology and Spiritual Intelligence and Human Resource Management was at its best, he added.",NA,NA,English,0,0,0
2019-12-08T00:00:00Z,The Island,News,Neutral,Neutral,Merrill Fernando awarded hony. Doctorate in New Zealand,NA,"Dilmah Tea Founder Merrill J. Fernando has been capped as a Doctor of Science by Massey University in New Zealand. He was nominated for the honorary doctorate by the Pro Vice Chancellor College of Sciences, Professor Ray Geor, together with Distinguished Professor Paul Moughan, director Massey University’s renowned Riddet Institute. Previously, Fernando has been honoured with the Oslo Business for Peace award, as determined by a panel of Nobel Laureates, recognized as Sri Lankan of the Year and received the FIRST Award for responsible capitalism for improving lives of underprivileged children and deprived communities.",NA,NA,English,0,0,0
2019-12-08T00:00:00Z,The Island,Feature,Neutral,Neutral,1st Sri Lankan Conference on “Resource Efficiency and Circular Economy”,NA,"National Cleaner Production Centre (NCPC) organized a media launch on 1st Sri Lankan Conference on Resource Efficiency and Circular Economy on 3rd December 2019 at Organization of Professional Association (OPA) with invited local electronic and print media. The conference will be conducted by NCPC on 21st January 2010 as a full day event. INSEE Ecocyle has provided platinum sponsorship to the event with the aim of promoting the Resource Efficiency and Circular Economy concept among local industrialist. Wijeya products pvt ltd and MAS Holdings also join with NCPC with providing sponsorships to the event. National Cleaner Production Centre (NCPC) is the leading agency in Sri Lanka advocating and promoting tools and techniques applicable in Circular economy during past two decades. It was set up by United Nations Industrial Development Organisation (UNIDO) in 2002, on request of the Government of Sri Lanka. It was under Ministry of Industry and fully funded by Royal Norwegian Government through UNIDO.",NA,NA,English,0,0,0
2019-12-08T00:00:00Z,Ceylon Today,Feature,Neutral,Neutral,A Mission of Hope and Reconciliation ,By Faadhila Thassim ,"This article is the story of Priyangika Samanthie, a 27 year old from Norway who was reunited with her Sri Lankan biological mother in 2014 after being separated from her for over 20 years. She is now on a solo mission to reunite several others around the world with their biological parents and Sri Lanka is her current main focus. She now seeks support of the local community to help connect Sri Lankan parents who have given up their children for adoption to parents in Norway and children from Sri Lanka who had been adopted by Norwegian parents. She said that even though she had everything she wanted in Norway, Sri Lanka is where she was born and she was so eager to be a part of both her mother's life and a part of Sri Lanka. She also stated that the main reason why parents are forced to give up their children is due to poverty. And this is something that has to be addressed and dealt with care either by the Government or entities concerned about the wellbeing and future of parents and children, she added.",NA,NA,English,0,0,0
2019-12-08T00:00:00Z,Virakesari,Editorial,Neutral,Positive,The importance of the government and Tamil leadership functioning together,NA,"It is inevitable that the Tamil leaders should  function together with utmost dedication to resolve the issues of the Tamil community along with the government instead of commencing new political parties and functioning independently. In the past many nations were prepared to help resolve the national ethnic issue. Norway, India, US, Britain, Canda and Japan had contributed greatly towards this. However their efforts were not successful because the governments at the time did not whole heartedly come forward to resolve the issues of the Tamils.",NA,NA,Tamil,0,1,1
2019-12-07T00:00:00Z,Divaina,Long Opinion,Neutral,Neutral,Separatist deed under the jurisdiction of the alnd police.,Uwatenne Sumana Tero,"In his first official visit, President Gotabhaya Rajapakse has said in a interview with ""the Hindu"" , the land - police powers will not be given to the North under the provincial council system for lands introduced by J. R - Gandhi. It was a statement that shattered the wishes of the separatists. If the powers were given like that, it is as if providing the deed for the Northern Province to be a separate state. In the meantime it is also important to examine the true attitude of the former President Chandrika Bandaranayaka towards the separatism of LTTE. When Ranil Wickremesinghe became the Prime Minister in 2002, he signed an agreement illegally on the 22nd of February, giving the diplomatic recognition to the LTTE's unconstitutional Tiger Separatism and creating a backdrop for non-governance in the North and East, while she chose to look away but keeping aside her executive Presidential powers.",NA,NA,Sinhala,0,0,0
2019-12-07T00:00:00Z,Daily News,News,Neutral,Neutral,Norway's adopted children seeking their parents here,Menaka Indrakumar,Norway's adopted children are vigorously seeking their parents in Sri Lanka. Norwegina adoptee Priyangika Samanthie said at a media gathering on December 6 that many Sri Lankan families gave up their children for adoption because of poverty and that around 240 Sri Lankan children in Norway want to connect with their biological parents.,NA,NA,English,0,0,0
2019-12-07T00:00:00Z,Daily FT,Feature,Neutral,Neutral,Jehan Aloysius unveils ‘Venus United’ and Serendipity!’,NA,"Celebrating 18 years of groundbreaking theatre, CentreStage Productions headed by Jehan Aloysius presented the CentreStage Festival recently, showcasing songs from two new brand new productions, ‘Venus United’ and ‘Serendipity!’. ‘Serendipity!’ is Jehan’s newest script, finished just this year, although the show and music have been in development over the last decade. CentreStage Productions is an amateur theatre troupe founded in 2001 by its Artistic Director Jehan Aloysius, in order to produce and promote original theatre in Sri Lanka. Its focus has always been on fostering theater skills in young people from scriptwriting to performing, direction and production. Its troupe is known for its signature physical theatre, acrobatics and spectacular singing, which is often coupled with original music and a fusion of Eastern and Western dance forms. Its shows have toured around Sri Lanka, including Jaffna during the war. But since 2002, its shows have regularly represented original Sri Lankan theatre overseas at theatre festivals in India, Poland, Norway, the UK and others. It also represented Sri Lanka at the Theatre Olympics in 2018 as well as Asia’s largest theatre festival, The Bharat Rang Mahotsav, on several occasions.",NA,NA,English,0,0,0
2019-12-07T00:00:00Z,The Island,Feature,Neutral,Neutral,Five things to know about wildlife in Antarctica,NA,"Antarctica is largely inhospitable to land animals, as 99 percent of the continent is covered in snow and ice. With the exception of man, a non-native species, the biggest terrestrial animal is a six-millimeter flightless midge, Belgica Antarctica. However, marine life there is rich and varied. It represents the broadest diversity on Earth after coral reefs. There are five things to know about Antarctica's fauna. ‘No dogs allowed’ is one of them. While dogs were essential in helping Norwegian explorer Roald Amundsen become the first person to reach the South Pole in 1911, first by pulling his sleds and then ending up in his belly, dogs are no longer welcome on the continent. The Madrid Protocol on environmental protection in Antarctica, signed in 1991, bans the introduction of non-native plant and animal species. The text called for all dogs to leave the region by 1994. ",NA,NA,English,0,0,0
2019-12-07T00:00:00Z,The Island,Short Opinion,Negative,Neutral,New challenge for Gota: International Eelam war?,By Dr. Upul Wijayawardhana,"The writer said, there is no escaping from the fact that another Eelam war has started, a diplomatic war at the behest of the Tiger-rump. Maybe, Gota was aware and this may well be the reason why he made a hurried visit to India. He also said, it was very unfortunate that our politicians failed to mention the much worse attitude of the Labour Party. Its leader, Jeremy Corbyn, has been regularly sending messages to his Eelam friends on occasions like ‘The Tamil New Year’, the terrorist supporting idiot not knowing what it actually is. The writer said, Jeremy Corbyn forgot the nearly equal number of Sinhalese living in the UK, who will now be voting in droves for Boris. Rather than congratulating a democratically elected leader, this political idiot decided to insult him and the entire electorate of Sri Lanka.  In fact, no sooner he delivered the message, a terrorist released early who killed two Cambridge graduates attempting to help released prisoners. Also he said, hypocrisy of the West, they will soon start suffering. Battle lines are drawn. No doubt the USA, Canada, Norway, etc, would follow. Come the UNHCR session, the bashing of Sri Lanka will begin. Therefore, the writer said the president, not to fail us and start by refusing to negotiate with any party that does not accept the unitary state of our Motherland.",NA,NA,English,-1,0,-1
2019-12-06T00:00:00Z,Divaina,News,Neutral,Neutral,Brigadier Suresh Saleh appointed as the Director of the State Intelligence.,Saman Liyanage,"President Gotabhaya Rajapakse has appointed Brigadier Suresh Saleh as the new Director of the State Intelligence Service. During President Chandrika Kumaranatunga's regime in 2002, Brigadier Suresh Saleh has revealed a lot of information to the government by closing observing the behaviour of the Trigers during the peace talks between the government and the LTTE during the United National Front state regime.",NA,NA,Sinhala,0,0,0
2019-12-06T00:00:00Z,Ada,News,Neutral,Neutral,Quran distributed throughout Norway,NA,"In order to prevent the incident where a Quran was burnt recently in Norway, it was reported that three Muslim organisations have together distributed copies of the Koran throughout the country. Recently an organisation had set fire to Koran publicly in Norway againt the creation of a Islamic phobia. After this, the process of distribution of the Koran has begun. It was organised by several organisations including the Norwegian Muslim Arts and Cultural Organisation",NA,NA,Sinhala,0,0,0
2019-12-06T00:00:00Z,Ceylon Today,News,Positive,Neutral,ILO holds Job Fair in Jaffna for persons with disabilities ,NA,"To observe the International Day for Persons with Disabilities, the International Labour Organisation (ILO) Country Office for Sri Lanka and the Maldives, together with the Department of Social Services and Welfare, hosted a large job fair for skilled people with disabilities. The event took place in Jaffna, on 3rd December, a day commemorated annually as a United Nations special day of observance. The job fair attracted 275 skilled job seekers, who are persons with disabilities, coming from all five districts of the Northern Province. During the half-day session, 81 persons with disabilities received confirmation of job offers, and 20 more persons have been selected for a further round of interviews. LEED+ work in Sri Lanka is supported by the Government of Australia's Department of Foreign Affairs and Trade (DFAT) together with the Royal Norwegian Government's Ministry of Foreign Affairs.",NA,NA,English,1,0,1
2019-12-06T00:00:00Z,Ceylon Today,News,Neutral,Neutral,Annular Eclipse on 26 December ,NA,"Northem Sri Lanka will witness an Annular Eclipse on 26 December and the organising committee of the Solar Eclipse Programme has made arrangements to conduct a written examination to select students to participate in the eclipse observation camps (questions will be related to Eclipse and Astronomy in general) on 13th December. The University of Jaffna in collaboration with the University of Colombo and Western Norway University of Applied Sciences (HVL) plans to organise eclipse observing camps in Jaffna and Kilinochchi, mainly for students and conduct lectures on related astronomical topics.",NA,NA,English,0,0,0
